FIPS,label,type,value,title
45063,SC,county,24.5,
45065,SC,county,27.6,
45067,SC,county,27,
45069,SC,county,27.6,
45071,SC,county,27.6,
45073,SC,county,23,
45075,SC,county,28,
45077,SC,county,25.4,
45079,SC,county,30.8,
45081,SC,county,27.6,
45083,SC,county,31.9,
45085,SC,county,32.8,
45087,SC,county,27.6,
45089,SC,county,35.2,
45091,SC,county,30.8,
45999,SC,county,27.6,
46003,SD,county,28.3,
46005,SD,county,28.3,
46007,SD,county,28.3,
46009,SD,county,28.3,
46011,SD,county,28.3,
46013,SD,county,26.6,
46015,SD,county,28.3,
46017,SD,county,28.3,
46019,SD,county,28.3,
46021,SD,county,28.3,
46023,SD,county,28.3,
46025,SD,county,28.3,
46027,SD,county,28.3,
46029,SD,county,28.3,
46031,SD,county,28.3,
46033,SD,county,28.3,
46035,SD,county,28.3,
46037,SD,county,28.3,
46039,SD,county,28.3,
46041,SD,county,28.3,
46043,SD,county,28.3,
46045,SD,county,28.3,
46047,SD,county,28.3,
46049,SD,county,28.3,
46051,SD,county,28.3,
46053,SD,county,28.3,
46055,SD,county,28.3,
46057,SD,county,28.3,
46059,SD,county,28.3,
46061,SD,county,28.3,
46063,SD,county,28.3,
46065,SD,county,28.3,
46067,SD,county,28.3,
46069,SD,county,28.3,
46071,SD,county,28.3,
46073,SD,county,28.3,
46075,SD,county,28.3,
46077,SD,county,28.3,
46079,SD,county,28.3,
46081,SD,county,28.3,
46083,SD,county,28.3,
46085,SD,county,28.3,
46087,SD,county,28.3,
46089,SD,county,28.3,
46091,SD,county,28.3,
46093,SD,county,28.3,
46095,SD,county,28.3,
46097,SD,county,28.3,
46099,SD,county,26.3,
46101,SD,county,28.3,
46102,SD,county,28.3,
46103,SD,county,25.9,
46105,SD,county,28.3,
46107,SD,county,28.3,
46109,SD,county,28.3,
46111,SD,county,28.3,
46113,SD,county,28.3,
46115,SD,county,28.3,
46117,SD,county,28.3,
46119,SD,county,28.3,
46121,SD,county,28.3,
46123,SD,county,28.3,
46125,SD,county,28.3,
46127,SD,county,28.3,
46129,SD,county,28.3,
46135,SD,county,28.3,
46137,SD,county,28.3,
46999,SD,county,28.3,
47001,TN,county,24,
47003,TN,county,39.1,
47005,TN,county,30.5,
47007,TN,county,30.5,
47009,TN,county,28,
47011,TN,county,44.4,
47013,TN,county,30.5,
47015,TN,county,30.5,
47017,TN,county,32.2,
47019,TN,county,28.9,
47021,TN,county,30.5,
47023,TN,county,30.5,
47025,TN,county,30.5,
47027,TN,county,30.5,
47029,TN,county,46,
47031,TN,county,37.4,
47033,TN,county,30.5,
47035,TN,county,34,
47037,TN,county,27.4,
47039,TN,county,30.5,
47041,TN,county,30.5,
47043,TN,county,45.2,
47045,TN,county,36.7,
47047,TN,county,43.9,
47049,TN,county,36,
47051,TN,county,40.3,
47053,TN,county,31.9,
47055,TN,county,44.3,
47057,TN,county,30.5,
47059,TN,county,26.9,
47061,TN,county,30.5,
47063,TN,county,33.4,
47065,TN,county,29.3,
47067,TN,county,30.5,
47069,TN,county,33.1,
47071,TN,county,36.8,
47073,TN,county,30.5,
47075,TN,county,30.5,
47077,TN,county,26.3,
47079,TN,county,30.4,
47081,TN,county,30.5,
47083,TN,county,30.5,
47085,TN,county,30.5,
47087,TN,county,30.5,
47089,TN,county,41.3,
47091,TN,county,30.5,
47093,TN,county,32.8,
47095,TN,county,30.5,
47097,TN,county,30.5,
47099,TN,county,30.3,
47101,TN,county,30.5,
47103,TN,county,30.5,
47105,TN,county,34,
47107,TN,county,28.9,
47109,TN,county,25.2,
47111,TN,county,30.5,
47113,TN,county,28.1,
47115,TN,county,30.5,
47117,TN,county,30.5,
47119,TN,county,25.4,
47121,TN,county,30.5,
47123,TN,county,34.4,
47125,TN,county,31.7,
47127,TN,county,30.5,
47129,TN,county,30.5,
47131,TN,county,29,
47133,TN,county,30.5,
47135,TN,county,30.5,
47137,TN,county,30.5,
47139,TN,county,30.5,
47141,TN,county,25.5,
47143,TN,county,30.5,
47145,TN,county,28.2,
47147,TN,county,33.4,
47149,TN,county,30.9,
47151,TN,county,30.5,
47153,TN,county,30.5,
47155,TN,county,28.6,
47157,TN,county,34.2,
47159,TN,county,30.5,
47161,TN,county,30.5,
47163,TN,county,24,
47165,TN,county,30.6,
47167,TN,county,22.7,
47169,TN,county,30.5,
47171,TN,county,30.5,
47173,TN,county,30.5,
47175,TN,county,30.5,
47177,TN,county,33.4,
47179,TN,county,30.9,
47181,TN,county,30.5,
47183,TN,county,27.5,
47185,TN,county,38.8,
47187,TN,county,28.2,
47189,TN,county,35.1,
,TX,county,30.3,
48001,TX,county,39.5,
48003,TX,county,30.3,
48005,TX,county,26.1,
48007,TX,county,30.3,
48009,TX,county,30.3,
48013,TX,county,30.3,
48015,TX,county,30.3,
48017,TX,county,30.3,
48019,TX,county,30.3,
48021,TX,county,30.3,
48023,TX,county,30.3,
48025,TX,county,30.3,
48027,TX,county,22.9,
48029,TX,county,37.2,
48031,TX,county,30.3,
48035,TX,county,30.3,
48037,TX,county,26.6,
48039,TX,county,28.6,
48041,TX,county,32.7,
48043,TX,county,30.3,
48045,TX,county,30.3,
48047,TX,county,30.3,
48049,TX,county,30.3,
48051,TX,county,30.3,
48053,TX,county,23.8,
48055,TX,county,30.3,
48057,TX,county,30.3,
48059,TX,county,30.3,
48061,TX,county,51.1,
48063,TX,county,30.3,
48065,TX,county,30.3,
48067,TX,county,27.7,
48069,TX,county,30.3,
48071,TX,county,30.3,
48073,TX,county,30.3,
48075,TX,county,30.3,
48077,TX,county,30.3,
48079,TX,county,30.3,
48081,TX,county,30.3,
48083,TX,county,30.3,
48085,TX,county,36.7,
48087,TX,county,30.3,
48089,TX,county,30.3,
48091,TX,county,34.6,
48093,TX,county,30.3,
48095,TX,county,30.3,
48097,TX,county,30.3,
48099,TX,county,30.3,
48101,TX,county,30.3,
48103,TX,county,30.3,
48105,TX,county,30.3,
48107,TX,county,30.3,
48109,TX,county,30.3,
48111,TX,county,30.3,
48113,TX,county,31.7,
48115,TX,county,30.3,
48117,TX,county,30.3,
48119,TX,county,30.3,
48121,TX,county,32.6,
48123,TX,county,30.3,
48125,TX,county,30.3,
48127,TX,county,30.3,
48129,TX,county,30.3,
48131,TX,county,30.3,
48133,TX,county,30.3,
48135,TX,county,20.4,
48137,TX,county,30.3,
48139,TX,county,33,
48141,TX,county,33.7,
48143,TX,county,30.3,
48145,TX,county,30.3,
48147,TX,county,33.3,
48149,TX,county,30.3,
48151,TX,county,30.3,
48153,TX,county,30.3,
48155,TX,county,30.3,
48157,TX,county,32.1,
48159,TX,county,30.3,
48161,TX,county,30.3,
48163,TX,county,30.3,
48165,TX,county,30.3,
48167,TX,county,22.2,
48169,TX,county,30.3,
48171,TX,county,30.3,
48173,TX,county,30.3,
48175,TX,county,30.3,
48177,TX,county,30.3,
48179,TX,county,30.3,
48181,TX,county,29.4,
48183,TX,county,34.7,
48185,TX,county,30.3,
48187,TX,county,34.1,
48189,TX,county,30.3,
48191,TX,county,30.3,
48193,TX,county,30.3,
48195,TX,county,30.3,
48197,TX,county,30.3,
48199,TX,county,30.3,
48201,TX,county,29.2,
48203,TX,county,40.8,
48205,TX,county,30.3,
48207,TX,county,30.3,
48209,TX,county,32.3,
48211,TX,county,30.3,
48213,TX,county,24.9,
48215,TX,county,43.6,
48217,TX,county,30.3,
48219,TX,county,30.3,
48221,TX,county,29.7,
48223,TX,county,24.9,
48225,TX,county,30.3,
48227,TX,county,30.3,
48229,TX,county,30.3,
48231,TX,county,34.2,
48233,TX,county,30.3,
48235,TX,county,30.3,
48237,TX,county,30.3,
48239,TX,county,30.3,
48241,TX,county,30.3,
48243,TX,county,30.3,
48245,TX,county,33.5,
48247,TX,county,30.3,
48249,TX,county,30.3,
48251,TX,county,33.4,
48253,TX,county,30.3,
48255,TX,county,30.3,
48257,TX,county,32.4,
48259,TX,county,30.3,
48261,TX,county,30.3,
48263,TX,county,30.3,
48265,TX,county,28.5,
48267,TX,county,30.3,
48269,TX,county,30.3,
48271,TX,county,30.3,
48273,TX,county,30.3,
48275,TX,county,30.3,
48277,TX,county,36.1,
48279,TX,county,30.3,
48281,TX,county,30.3,
48283,TX,county,30.3,
48285,TX,county,30.3,
48287,TX,county,30.3,
48289,TX,county,30.3,
48291,TX,county,27.3,
48293,TX,county,30.3,
48295,TX,county,30.3,
48297,TX,county,30.3,
48299,TX,county,30.3,
48303,TX,county,29.4,
48305,TX,county,30.3,
48307,TX,county,30.3,
48309,TX,county,26.1,
48311,TX,county,30.3,
48313,TX,county,30.3,
48315,TX,county,30.3,
48317,TX,county,30.3,
48319,TX,county,30.3,
48321,TX,county,30.3,
48323,TX,county,52.1,
48325,TX,county,30.3,
48327,TX,county,30.3,
48329,TX,county,31.3,
48331,TX,county,30.3,
48333,TX,county,30.3,
48335,TX,county,30.3,
48337,TX,county,30.3,
48339,TX,county,30.9,
48341,TX,county,30.3,
48343,TX,county,30.3,
48345,TX,county,30.3,
48347,TX,county,28.8,
48349,TX,county,34,
48351,TX,county,30.3,
48353,TX,county,30.3,
48355,TX,county,39.3,
48357,TX,county,30.3,
48359,TX,county,30.3,
48361,TX,county,31.6,
48363,TX,county,31.2,
48365,TX,county,30.3,
48367,TX,county,30.4,
48369,TX,county,30.3,
48371,TX,county,30.3,
48373,TX,county,34.7,
48375,TX,county,33,
48377,TX,county,30.3,
48379,TX,county,30.3,
48381,TX,county,38.2,
48383,TX,county,30.3,
48385,TX,county,30.3,
48387,TX,county,30.3,
48389,TX,county,30.3,
48391,TX,county,30.3,
48393,TX,county,30.3,
48395,TX,county,30.3,
48397,TX,county,31.5,
48399,TX,county,30.3,
48401,TX,county,33.9,
48403,TX,county,30.3,
48405,TX,county,30.3,
48407,TX,county,30.3,
48409,TX,county,30.3,
48411,TX,county,30.3,
48413,TX,county,30.3,
48415,TX,county,30.3,
48417,TX,county,30.3,
48419,TX,county,30.3,
48421,TX,county,30.3,
48423,TX,county,30.6,
48425,TX,county,30.3,
48427,TX,county,52.5,
48429,TX,county,30.3,
48431,TX,county,30.3,
48433,TX,county,30.3,
48435,TX,county,30.3,
48437,TX,county,30.3,
48439,TX,county,30.7,
48441,TX,county,35.9,
48443,TX,county,30.3,
48445,TX,county,30.3,
48447,TX,county,30.3,
48449,TX,county,30.3,
48451,TX,county,38,
48453,TX,county,30.1,
48455,TX,county,30.3,
48457,TX,county,30.3,
48459,TX,county,30.3,
48461,TX,county,30.3,
48463,TX,county,30.3,
48465,TX,county,42.9,
48467,TX,county,31.9,
48469,TX,county,40.8,
48471,TX,county,31.9,
48473,TX,county,30.3,
48475,TX,county,30.3,
48477,TX,county,23.2,
48479,TX,county,43.5,
48481,TX,county,40.1,
48483,TX,county,30.3,
48485,TX,county,36.8,
48487,TX,county,30.3,
48489,TX,county,30.3,
48491,TX,county,27.4,
48493,TX,county,30.3,
48495,TX,county,30.3,
48497,TX,county,38.1,
48499,TX,county,26,
48501,TX,county,30.3,
48503,TX,county,30.3,
48505,TX,county,30.3,
48507,TX,county,30.3,
48999,TX,county,30.3,
99999,TX,county,30.3,
49001,UT,county,24.3,
49003,UT,county,24.3,
49005,UT,county,24.3,
49007,UT,county,24.3,
49009,UT,county,24.3,
49011,UT,county,31.4,
49013,UT,county,24.3,
49015,UT,county,24.3,
49017,UT,county,24.3,
49019,UT,county,24.3,
49021,UT,county,24.3,
49023,UT,county,24.3,
49025,UT,county,24.3,
49027,UT,county,24.3,
49029,UT,county,24.3,
49031,UT,county,24.3,
49033,UT,county,24.3,
49035,UT,county,24,
49037,UT,county,24.3,
49039,UT,county,24.3,
49041,UT,county,24.3,
49043,UT,county,24.3,
49045,UT,county,24.3,
49047,UT,county,24.3,
49049,UT,county,34.3,
49051,UT,county,24.3,
49053,UT,county,23.3,
49055,UT,county,24.3,
49057,UT,county,24.3,
51001,VA,county,22.1,
51003,VA,county,18.1,
51005,VA,county,29.9,
51007,VA,county,29.9,
51009,VA,county,18.8,
51011,VA,county,29.9,
51013,VA,county,33,
51015,VA,county,23.5,
51017,VA,county,29.9,
51019,VA,county,26,
51021,VA,county,29.9,
51023,VA,county,32.4,
51025,VA,county,29.9,
51027,VA,county,28.1,
51029,VA,county,29.9,
51031,VA,county,27,
51033,VA,county,29.9,
51035,VA,county,43.8,
51036,VA,county,29.9,
51037,VA,county,29.9,
51041,VA,county,29.1,
51043,VA,county,29.9,
51045,VA,county,29.9,
51047,VA,county,30.8,
51049,VA,county,29.9,
51051,VA,county,29.9,
51053,VA,county,29.9,
51057,VA,county,29.9,
51059,VA,county,37.4,
51061,VA,county,26.7,
51063,VA,county,29.9,
51065,VA,county,29.9,
51067,VA,county,35.4,
51069,VA,county,31.3,
51071,VA,county,29.9,
51073,VA,county,29.9,
51075,VA,county,29.9,
51077,VA,county,29.9,
51079,VA,county,29.9,
51081,VA,county,29.9,
51083,VA,county,21.9,
51085,VA,county,34.2,
51087,VA,county,27.4,
51089,VA,county,23.2,
51091,VA,county,29.9,
51093,VA,county,29.9,
51095,VA,county,40,
51097,VA,county,29.9,
51099,VA,county,29.9,
51101,VA,county,29.9,
51103,VA,county,29.9,
51105,VA,county,29.9,
51107,VA,county,30.7,
51109,VA,county,28.7,
51111,VA,county,29.9,
51113,VA,county,29.9,
51115,VA,county,29.9,
51117,VA,county,35.8,
51119,VA,county,29.9,
51121,VA,county,18.6,
51125,VA,county,29.9,
51127,VA,county,29.9,
51131,VA,county,29.9,
51133,VA,county,29.9,
51135,VA,county,29.9,
51137,VA,county,29.9,
51139,VA,county,26.1,
51141,VA,county,29.9,
51143,VA,county,28.1,
51145,VA,county,29.9,
51147,VA,county,22.7,
51149,VA,county,29.9,
51153,VA,county,32.6,
51155,VA,county,28.9,
51157,VA,county,29.9,
51159,VA,county,29.9,
51161,VA,county,26.6,
51163,VA,county,29.9,
51165,VA,county,35,
51167,VA,county,19.8,
51169,VA,county,29.9,
51171,VA,county,31.6,
51173,VA,county,28.6,
51175,VA,county,29.9,
51177,VA,county,27.8,
51179,VA,county,34.2,
51181,VA,county,29.9,
51183,VA,county,29.9,
51185,VA,county,37.8,
51187,VA,county,29.9,
51191,VA,county,21.6,
51193,VA,county,29.9,
51195,VA,county,21.8,
51197,VA,county,33.1,
51199,VA,county,29.9,
51510,VA,county,29.9,
51515,VA,county,29.9,
51520,VA,county,29.9,
51530,VA,county,29.9,
51540,VA,county,29.9,
51550,VA,county,30.2,
51560,VA,county,29.9,
51570,VA,county,29.9,
51580,VA,county,29.9,
51590,VA,county,33.2,
51595,VA,county,29.9,
51600,VA,county,29.9,
51610,VA,county,29.9,
51620,VA,county,29.9,
51630,VA,county,29.9,
51640,VA,county,29.9,
51650,VA,county,19.7,
51660,VA,county,29.9,
51670,VA,county,29.9,
51678,VA,county,29.9,
51680,VA,county,24.3,
51683,VA,county,29.9,
51685,VA,county,29.9,
51690,VA,county,29.9,
51700,VA,county,25.8,
51710,VA,county,23.2,
51720,VA,county,29.9,
51730,VA,county,29.9,
51735,VA,county,29.9,
51740,VA,county,22.5,
51750,VA,county,29.9,
51760,VA,county,20.4,
51770,VA,county,26.2,
51775,VA,county,29.9,
51790,VA,county,29.9,
51800,VA,county,29.2,
51810,VA,county,26.3,
51820,VA,county,29.9,
51830,VA,county,29.9,
51840,VA,county,29.9,
51999,VA,county,29.9,
50001,VT,county,16.5,
50003,VT,county,17,
50005,VT,county,12.4,
50007,VT,county,24.6,
50009,VT,county,16.5,
50011,VT,county,16.6,
50013,VT,county,16.5,
50015,VT,county,16.5,
50017,VT,county,15.3,
50019,VT,county,20.3,
50021,VT,county,20.7,
50023,VT,county,17.6,
50025,VT,county,29.2,
50027,VT,county,18.3,
53001,WA,county,21.1,
53003,WA,county,21.1,
53005,WA,county,29.2,
53007,WA,county,23.6,
53009,WA,county,17.3,
53011,WA,county,21.2,
53013,WA,county,21.1,
53015,WA,county,16.8,
53017,WA,county,23.7,
53019,WA,county,21.1,
53021,WA,county,22.3,
53023,WA,county,21.1,
53025,WA,county,24.6,
53027,WA,county,28.1,
53029,WA,county,32.4,
53031,WA,county,26,
53033,WA,county,20.9,
53035,WA,county,20.9,
53037,WA,county,29.4,
53039,WA,county,21.1,
53041,WA,county,16.9,
53043,WA,county,21.1,
53045,WA,county,20.1,
53047,WA,county,30.7,
53049,WA,county,33.5,
53051,WA,county,21.1,
53053,WA,county,22.8,
53055,WA,county,21.1,
53057,WA,county,25.7,
53059,WA,county,21.1,
53061,WA,county,22.1,
53063,WA,county,20.9,
53065,WA,county,22.7,
53067,WA,county,19.4,
53069,WA,county,21.1,
53071,WA,county,24.7,
53073,WA,county,18.1,
53075,WA,county,21.1,
53077,WA,county,27.9,
53999,WA,county,21.1,
55001,WI,county,20.8,
55003,WI,county,26.2,
55005,WI,county,26.2,
55007,WI,county,26.2,
55009,WI,county,26.5,
55011,WI,county,26.2,
55013,WI,county,26.2,
55015,WI,county,26.2,
55017,WI,county,23,
55019,WI,county,26.2,
55021,WI,county,23,
55023,WI,county,26.2,
55025,WI,county,20.8,
55027,WI,county,24.5,
55029,WI,county,26.2,
55031,WI,county,26.2,
55033,WI,county,26.2,
55035,WI,county,22.2,
55037,WI,county,26.2,
55039,WI,county,30.6,
55041,WI,county,26.2,
55043,WI,county,26.2,
55045,WI,county,27.1,
55047,WI,county,26.2,
55049,WI,county,26.2,
55051,WI,county,26.2,
55053,WI,county,26.2,
55055,WI,county,23.6,
55057,WI,county,26.2,
55059,WI,county,30.9,
55061,WI,county,26.2,
55063,WI,county,24.3,
55065,WI,county,26.2,
55067,WI,county,26.2,
55069,WI,county,26.2,
55071,WI,county,36.4,
55073,WI,county,36.3,
55075,WI,county,26.2,
55077,WI,county,26.2,
55078,WI,county,26.2,
55079,WI,county,20.6,
55081,WI,county,26.2,
55083,WI,county,26.2,
55085,WI,county,26.2,
55087,WI,county,30.7,
55089,WI,county,29.6,
55091,WI,county,26.2,
55093,WI,county,26.2,
55095,WI,county,26.2,
55097,WI,county,35.6,
55099,WI,county,26.2,
55101,WI,county,29.4,
55103,WI,county,26.2,
55105,WI,county,25,
55107,WI,county,26.2,
55109,WI,county,26.2,
55111,WI,county,32.7,
55113,WI,county,26.2,
55115,WI,county,26.2,
55117,WI,county,28.3,
55119,WI,county,26.2,
55121,WI,county,26.2,
55123,WI,county,26.2,
55125,WI,county,26.2,
55127,WI,county,26.4,
55129,WI,county,26.2,
55131,WI,county,22.8,
55133,WI,county,23.6,
55135,WI,county,26.2,
55137,WI,county,26.2,
55139,WI,county,26.2,
55141,WI,county,26.2,
55999,WI,county,26.2,
54001,WV,county,27.4,
54003,WV,county,23.7,
54005,WV,county,21.3,
54007,WV,county,27.4,
54009,WV,county,27.4,
54011,WV,county,20.8,
54013,WV,county,27.4,
54015,WV,county,27.4,
54017,WV,county,27.4,
54019,WV,county,31.3,
54021,WV,county,27.4,
54023,WV,county,27.4,
54025,WV,county,36.7,
54027,WV,county,27.4,
54029,WV,county,34.5,
54031,WV,county,27.4,
54033,WV,county,20.4,
54035,WV,county,27,
54037,WV,county,27.4,
54039,WV,county,22.6,
54041,WV,county,14,
54043,WV,county,27.4,
54045,WV,county,29.2,
54047,WV,county,34.9,
54049,WV,county,26.1,
54051,WV,county,24.4,
54053,WV,county,29.9,
54055,WV,county,33.9,
54057,WV,county,49.8,
54059,WV,county,32.2,
54061,WV,county,19.5,
54063,WV,county,27.4,
54065,WV,county,27.4,
54067,WV,county,19.9,
54069,WV,county,19.2,
54071,WV,county,27.4,
54073,WV,county,27.4,
54075,WV,county,27.4,
54077,WV,county,36.2,
54079,WV,county,25.7,
54081,WV,county,27.7,
54083,WV,county,30.2,
54085,WV,county,27.4,
54087,WV,county,27.4,
54089,WV,county,27.4,
54091,WV,county,27.4,
54093,WV,county,27.4,
54095,WV,county,27.4,
54097,WV,county,37.5,
54099,WV,county,17.2,
54101,WV,county,27.4,
54103,WV,county,27.4,
54105,WV,county,27.4,
54107,WV,county,24.3,
54109,WV,county,27,
54999,WV,county,27.4,
56001,WY,county,23.7,
56003,WY,county,23.7,
56005,WY,county,23.7,
56007,WY,county,23.7,
56009,WY,county,23.7,
56011,WY,county,23.7,
56013,WY,county,26,
56015,WY,county,23.7,
56017,WY,county,23.7,
56019,WY,county,23.7,
56021,WY,county,21.2,
56023,WY,county,23.7,
56025,WY,county,24.6,
56027,WY,county,23.7,
56029,WY,county,23.7,
56031,WY,county,23.7,
56033,WY,county,23.7,
56035,WY,county,23.7,
56037,WY,county,23.7,
56039,WY,county,23.7,
56041,WY,county,23.7,
56043,WY,county,23.7,
56045,WY,county,23.7,
56999,WY,county,23.7,
